incident_datetime,incident_no,District_no,incident_type_code,incident_type
1/07/2020,781398,14,352.00,Vehicle accident-no injuries
1/07/2020,781392,20,184.00,Dumpster or other outside trash receptacle fire
1/07/2020,781394,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
1/07/2020,781396,2,514.00,Unauthorised burning
1/07/2020,781397,27,523.53,Mutual Aid Given - FRV
1/07/2020,781399,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
1/07/2020,781443,8,111.00,Fire damaging structure and contents
1/07/2020,781401,27,157.00,Off-road vehicles or mobile equipment fire
1/07/2020,781400,14,352.10,Vehicle accident-with injuries
2/07/2020,781402,7,621.00,"Smoke scare, odour of smoke"
2/07/2020,781403,10,624.00,Controlled burning
2/07/2020,781404,14,523.53,Mutual Aid Given - FRV
2/07/2020,781405,14,523.53,Mutual Aid Given - FRV
2/07/2020,781406,9,151.00,Passenger vehicle fire including buses
2/07/2020,781408,9,111.00,Fire damaging structure and contents
2/07/2020,781410,23,523.53,Mutual Aid Given - FRV
2/07/2020,781407,22,621.00,"Smoke scare, odour of smoke"
2/07/2020,781409,8,523.53,Mutual Aid Given - FRV
2/07/2020,781449,20,112.00,Fire damaging structure only
2/07/2020,781413,9,732.00,Smoke detector malfunction - monitored by fire service
2/07/2020,781411,8,523.53,Mutual Aid Given - FRV
2/07/2020,781418,7,352.10,Vehicle accident-with injuries
2/07/2020,781412,5,523.53,Mutual Aid Given - FRV
2/07/2020,781415,22,172.30,Scrub or bush and grass mixture fire (one hectare or less)
2/07/2020,781414,13,523.53,Mutual Aid Given - FRV
2/07/2020,781416,13,523.53,Mutual Aid Given - FRV
2/07/2020,781419,7,523.53,Mutual Aid Given - FRV
2/07/2020,781420,11,112.00,Fire damaging structure only
2/07/2020,781423,10,351.00,Extrications of victim(s) from mobile property
2/07/2020,1080183,13,523.53,Mutual Aid Given - FRV
2/07/2020,781421,8,523.53,Mutual Aid Given - FRV
2/07/2020,781422,11,732.00,Smoke detector malfunction - monitored by fire service
2/07/2020,781424,7,523.53,Mutual Aid Given - FRV
2/07/2020,781425,22,732.00,Smoke detector malfunction - monitored by fire service
2/07/2020,781426,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2020,781427,12,764.00,Incorrect test by service or company personnel
2/07/2020,1080184,13,523.53,Mutual Aid Given - FRV
2/07/2020,781428,6,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
2/07/2020,781430,6,301.30,Animal Rescue
2/07/2020,781429,18,523.53,Mutual Aid Given - FRV
2/07/2020,781431,8,409.00,Hazardous condition not classified
2/07/2020,781433,27,733.00,Heat detector malfunction - monitored by fire service
2/07/2020,781432,14,523.53,Mutual Aid Given - FRV
2/07/2020,781436,8,523.53,Mutual Aid Given - FRV
2/07/2020,781437,27,523.53,Mutual Aid Given - FRV
2/07/2020,781439,8,151.00,Passenger vehicle fire including buses
2/07/2020,781438,8,625.00,"Barbecue, hangi"
2/07/2020,781440,14,351.00,Extrications of victim(s) from mobile property
2/07/2020,781441,22,921.00,Dispatched and cancelled en-route
2/07/2020,781446,8,112.00,Fire damaging structure only
2/07/2020,781442,11,179.00,Vegetation or other outside fire (One hectare or less) not classified
2/07/2020,781447,2,135.00,Fence fire
2/07/2020,781444,9,624.00,Controlled burning
2/07/2020,781451,14,523.53,Mutual Aid Given - FRV
2/07/2020,781445,7,523.53,Mutual Aid Given - FRV
2/07/2020,781450,6,623.00,Alarm sounded - no evidence of fire
2/07/2020,781453,7,439.00,Heat related and electrical not classified
2/07/2020,781452,18,134.00,"Transformer, power or utility vault, utility equipment fire and power pole fire"
2/07/2020,781454,2,523.53,Mutual Aid Given - FRV
2/07/2020,781455,18,523.53,Mutual Aid Given - FRV
2/07/2020,781457,8,352.00,Vehicle accident-no injuries
2/07/2020,781456,7,624.00,Controlled burning
2/07/2020,781458,27,523.53,Mutual Aid Given - FRV
2/07/2020,781459,8,625.00,"Barbecue, hangi"
2/07/2020,781463,22,112.00,Fire damaging structure only
2/07/2020,781461,7,352.10,Vehicle accident-with injuries
2/07/2020,781460,8,113.00,Fire damaging contents only
2/07/2020,781462,27,733.00,Heat detector malfunction - monitored by fire service
2/07/2020,781464,24,756.00,Cooking fumes - toast or foodstuffs etc
2/07/2020,781465,8,352.10,Vehicle accident-with injuries
2/07/2020,781467,27,523.53,Mutual Aid Given - FRV
2/07/2020,781466,24,523.53,Mutual Aid Given - FRV
2/07/2020,781468,13,352.10,Vehicle accident-with injuries
3/07/2020,781470,11,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2020,781469,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2020,781472,15,412.00,"Odour or gas, gas leak, (domestic or LPG)"
3/07/2020,781471,11,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2020,781474,8,523.53,Mutual Aid Given - FRV
3/07/2020,781523,15,111.00,Fire damaging structure and contents
3/07/2020,781476,24,700.00,False alarm or false call; insuff info to classify
3/07/2020,781475,8,523.53,Mutual Aid Given - FRV
3/07/2020,781477,8,523.53,Mutual Aid Given - FRV
3/07/2020,781480,17,151.00,Passenger vehicle fire including buses
3/07/2020,781478,8,523.53,Mutual Aid Given - FRV
3/07/2020,781479,13,352.10,Vehicle accident-with injuries
3/07/2020,781481,22,173.20,Small grass fire (One hectare or less)
3/07/2020,781482,22,609.00,Good intent call not classified
3/07/2020,781483,8,352.10,Vehicle accident-with injuries
3/07/2020,1080173,8,523.53,Mutual Aid Given - FRV
3/07/2020,781484,,523.53,Mutual Aid Given - FRV
3/07/2020,781488,11,352.10,Vehicle accident-with injuries
3/07/2020,781485,8,523.53,Mutual Aid Given - FRV
3/07/2020,781486,12,624.00,Controlled burning
3/07/2020,781487,,523.53,Mutual Aid Given - FRV
3/07/2020,781490,5,756.00,Cooking fumes - toast or foodstuffs etc
3/07/2020,781500,8,111.00,Fire damaging structure and contents
3/07/2020,781489,15,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2020,781491,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2020,781495,12,352.10,Vehicle accident-with injuries
3/07/2020,781492,14,523.53,Mutual Aid Given - FRV
3/07/2020,781613,22,523.53,Mutual Aid Given - FRV
3/07/2020,781494,7,523.53,Mutual Aid Given - FRV
3/07/2020,781496,12,352.10,Vehicle accident-with injuries
3/07/2020,781493,14,921.00,Dispatched and cancelled en-route
3/07/2020,781497,8,768.00,"Alarm activation due to steam, sauna, steam room"
3/07/2020,781498,14,431.00,"Excessive heat, overheat, scorch burns with no ignition"
3/07/2020,781499,20,624.00,Controlled burning
3/07/2020,781505,7,523.53,Mutual Aid Given - FRV
3/07/2020,781501,8,768.00,"Alarm activation due to steam, sauna, steam room"
3/07/2020,781503,15,523.53,Mutual Aid Given - FRV
3/07/2020,781502,14,732.00,Smoke detector malfunction - monitored by fire service
3/07/2020,781504,2,700.00,False alarm or false call; insuff info to classify
3/07/2020,781507,14,352.10,Vehicle accident-with injuries
3/07/2020,781514,9,352.10,Vehicle accident-with injuries
3/07/2020,781509,14,112.00,Fire damaging structure only
3/07/2020,781517,14,352.10,Vehicle accident-with injuries
3/07/2020,781508,2,523.53,Mutual Aid Given - FRV
3/07/2020,781506,12,331.00,Lock-in
3/07/2020,781510,8,523.53,Mutual Aid Given - FRV
3/07/2020,781512,8,151.00,Passenger vehicle fire including buses
3/07/2020,781511,14,523.53,Mutual Aid Given - FRV
3/07/2020,781513,14,331.00,Lock-in
3/07/2020,781516,15,709.00,False alarm or false call not classified
3/07/2020,781515,7,138.30,"Outside cooking equipment fire, includes BBQ's, spit roaster, etc. for uncontrolled fires only"
3/07/2020,781518,8,112.00,Fire damaging structure only
3/07/2020,781519,15,623.00,Alarm sounded - no evidence of fire
3/07/2020,781522,8,435.00,Power line down
3/07/2020,781520,15,109.00,Fire or explosion not classified
3/07/2020,781524,8,523.53,Mutual Aid Given - FRV
3/07/2020,781525,18,523.53,Mutual Aid Given - FRV
3/07/2020,781530,10,352.10,Vehicle accident-with injuries
3/07/2020,781526,8,352.00,Vehicle accident-no injuries
3/07/2020,781566,2,111.00,Fire damaging structure and contents
3/07/2020,781527,8,523.53,Mutual Aid Given - FRV
3/07/2020,781534,2,151.00,Passenger vehicle fire including buses
3/07/2020,781529,9,112.00,Fire damaging structure only
3/07/2020,781528,8,184.00,Dumpster or other outside trash receptacle fire
3/07/2020,781532,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2020,781582,18,111.00,Fire damaging structure and contents
3/07/2020,781531,14,523.53,Mutual Aid Given - FRV
3/07/2020,781533,8,742.00,Smoke detector malfunction - local
4/07/2020,781537,17,151.00,Passenger vehicle fire including buses
4/07/2020,781536,8,151.00,Passenger vehicle fire including buses
4/07/2020,781535,13,509.00,Other service call not classified (Public Service)
4/07/2020,781538,5,523.53,Mutual Aid Given - FRV
4/07/2020,781539,10,514.00,Unauthorised burning
4/07/2020,781540,7,523.53,Mutual Aid Given - FRV
4/07/2020,781543,14,523.53,Mutual Aid Given - FRV
4/07/2020,781541,13,624.00,Controlled burning
4/07/2020,781544,13,521.00,Assist police or other governmental agency
4/07/2020,1080172,4,523.53,Mutual Aid Given - FRV
4/07/2020,781545,10,352.00,Vehicle accident-no injuries
4/07/2020,781546,7,622.00,"Steam vapour, fog or dust thought to be smoke"
4/07/2020,781547,11,521.00,Assist police or other governmental agency
4/07/2020,781550,13,352.00,Vehicle accident-no injuries
4/07/2020,781548,27,523.53,Mutual Aid Given - FRV
4/07/2020,781549,7,523.53,Mutual Aid Given - FRV
4/07/2020,781551,12,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/07/2020,781552,14,523.53,Mutual Aid Given - FRV
4/07/2020,781554,14,751.00,Smoke detector operated-no fire-smoke from other location
4/07/2020,781553,2,768.00,"Alarm activation due to steam, sauna, steam room"
4/07/2020,781556,27,742.00,Smoke detector malfunction - local
4/07/2020,781557,,523.53,Mutual Aid Given - FRV
4/07/2020,781559,8,523.53,Mutual Aid Given - FRV
4/07/2020,781558,8,742.00,Smoke detector malfunction - local
4/07/2020,781561,5,523.53,Mutual Aid Given - FRV
4/07/2020,781560,20,735.00,Smoke detector malfunction - privately monitored
4/07/2020,781562,7,624.00,Controlled burning
4/07/2020,781563,14,514.00,Unauthorised burning
4/07/2020,781564,14,523.53,Mutual Aid Given - FRV
4/07/2020,781568,8,523.53,Mutual Aid Given - FRV
4/07/2020,781573,2,523.53,Mutual Aid Given - FRV
4/07/2020,781565,14,921.00,Dispatched and cancelled en-route
4/07/2020,781575,15,412.00,"Odour or gas, gas leak, (domestic or LPG)"
4/07/2020,781569,2,412.00,"Odour or gas, gas leak, (domestic or LPG)"
4/07/2020,781567,14,625.00,"Barbecue, hangi"
4/07/2020,781570,18,523.53,Mutual Aid Given - FRV
4/07/2020,781574,8,523.53,Mutual Aid Given - FRV
4/07/2020,781571,15,159.00,Vehicle fire not classified
4/07/2020,781572,22,624.00,Controlled burning
4/07/2020,781577,14,523.53,Mutual Aid Given - FRV
4/07/2020,781581,8,732.00,Smoke detector malfunction - monitored by fire service
4/07/2020,781576,14,523.53,Mutual Aid Given - FRV
4/07/2020,781579,14,523.53,Mutual Aid Given - FRV
4/07/2020,781578,13,184.00,Dumpster or other outside trash receptacle fire
4/07/2020,781587,,523.53,Mutual Aid Given - FRV
4/07/2020,781580,6,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/07/2020,1080174,8,523.53,Mutual Aid Given - FRV
4/07/2020,781583,8,624.00,Controlled burning
4/07/2020,781584,10,111.00,Fire damaging structure and contents
4/07/2020,781588,14,523.53,Mutual Aid Given - FRV
4/07/2020,781586,7,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
4/07/2020,781589,23,621.00,"Smoke scare, odour of smoke"
4/07/2020,781590,,523.53,Mutual Aid Given - FRV
4/07/2020,781592,22,431.00,"Excessive heat, overheat, scorch burns with no ignition"
4/07/2020,781615,18,523.53,Mutual Aid Given - FRV
4/07/2020,781593,15,151.00,Passenger vehicle fire including buses
4/07/2020,781594,14,352.00,Vehicle accident-no injuries
4/07/2020,781596,14,151.00,Passenger vehicle fire including buses
4/07/2020,781595,14,523.53,Mutual Aid Given - FRV
4/07/2020,781597,14,621.00,"Smoke scare, odour of smoke"
4/07/2020,781598,16,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/07/2020,781601,16,331.00,Lock-in
4/07/2020,781600,14,625.00,"Barbecue, hangi"
4/07/2020,781599,13,435.00,Power line down
4/07/2020,781602,22,352.00,Vehicle accident-no injuries
5/07/2020,781603,8,523.53,Mutual Aid Given - FRV
5/07/2020,781606,13,522.00,Police matter
5/07/2020,781604,14,523.53,Mutual Aid Given - FRV
5/07/2020,781605,8,732.00,Smoke detector malfunction - monitored by fire service
5/07/2020,781609,7,352.00,Vehicle accident-no injuries
5/07/2020,781607,14,523.53,Mutual Aid Given - FRV
5/07/2020,781608,13,523.53,Mutual Aid Given - FRV
5/07/2020,781610,8,765.00,Alarm activation due to workmen or occupier activities
5/07/2020,781611,7,352.00,Vehicle accident-no injuries
5/07/2020,781691,22,523.53,Mutual Aid Given - FRV
5/07/2020,781614,7,523.53,Mutual Aid Given - FRV
5/07/2020,781612,13,756.00,Cooking fumes - toast or foodstuffs etc
5/07/2020,781678,12,111.00,Fire damaging structure and contents
5/07/2020,781616,14,523.53,Mutual Aid Given - FRV
5/07/2020,781617,20,738.00,"Alarm system malfunction - flat battery, fault in wiring, alarm panel, inadequate maintenance"
5/07/2020,781620,14,523.53,Mutual Aid Given - FRV
5/07/2020,781621,10,621.00,"Smoke scare, odour of smoke"
5/07/2020,781618,11,514.00,Unauthorised burning
5/07/2020,781619,8,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
5/07/2020,781622,8,523.53,Mutual Aid Given - FRV
5/07/2020,781624,2,151.00,Passenger vehicle fire including buses
5/07/2020,781623,8,151.00,Passenger vehicle fire including buses
5/07/2020,781625,13,352.10,Vehicle accident-with injuries
5/07/2020,781632,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
5/07/2020,781626,8,768.00,"Alarm activation due to steam, sauna, steam room"
5/07/2020,781627,18,625.00,"Barbecue, hangi"
5/07/2020,781629,8,135.00,Fence fire
5/07/2020,781630,2,122.00,Chimney or flue fire - confined
5/07/2020,781634,7,523.53,Mutual Aid Given - FRV
5/07/2020,781628,8,331.00,Lock-in
5/07/2020,781631,8,732.00,Smoke detector malfunction - monitored by fire service
5/07/2020,1080185,8,523.53,Mutual Aid Given - FRV
5/07/2020,781633,8,301.30,Animal Rescue
5/07/2020,781640,27,151.00,Passenger vehicle fire including buses
5/07/2020,781638,8,352.00,Vehicle accident-no injuries
5/07/2020,781643,12,181.00,"Abandoned outside rubbish, refuse or waste fire"
5/07/2020,781646,,352.10,Vehicle accident-with injuries
5/07/2020,781635,8,523.53,Mutual Aid Given - FRV
5/07/2020,781639,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
5/07/2020,781637,2,609.00,Good intent call not classified
5/07/2020,781636,23,709.00,False alarm or false call not classified
5/07/2020,1080193,13,921.00,Dispatched and cancelled en-route
5/07/2020,781641,8,768.00,"Alarm activation due to steam, sauna, steam room"
5/07/2020,781644,8,435.00,Power line down
5/07/2020,1080186,8,523.53,Mutual Aid Given - FRV
5/07/2020,781645,24,746.00,False alarm generated from private security firm - commercial premises
5/07/2020,781647,10,181.00,"Abandoned outside rubbish, refuse or waste fire"
5/07/2020,781701,,523.53,Mutual Aid Given - FRV
5/07/2020,781648,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
5/07/2020,781649,8,523.53,Mutual Aid Given - FRV
5/07/2020,781650,15,181.00,"Abandoned outside rubbish, refuse or waste fire"
5/07/2020,781651,8,173.20,Small grass fire (One hectare or less)
5/07/2020,781652,9,624.00,Controlled burning
5/07/2020,781674,24,111.00,Fire damaging structure and contents
5/07/2020,781657,9,151.00,Passenger vehicle fire including buses
5/07/2020,781653,14,523.53,Mutual Aid Given - FRV
5/07/2020,781654,18,523.53,Mutual Aid Given - FRV
5/07/2020,781655,8,321.00,"EMS call, excluding vehicle accident with injury"
6/07/2020,781656,15,151.00,Passenger vehicle fire including buses
6/07/2020,781658,2,523.53,Mutual Aid Given - FRV
6/07/2020,781659,14,352.00,Vehicle accident-no injuries
6/07/2020,781688,23,152.00,Road or transport vehicle fire
6/07/2020,781660,14,523.53,Mutual Aid Given - FRV
6/07/2020,781662,14,151.00,Passenger vehicle fire including buses
6/07/2020,781661,8,523.53,Mutual Aid Given - FRV
6/07/2020,781663,8,523.53,Mutual Aid Given - FRV
6/07/2020,781665,23,152.00,Road or transport vehicle fire
6/07/2020,781667,18,624.00,Controlled burning
6/07/2020,781664,13,523.53,Mutual Aid Given - FRV
6/07/2020,781666,7,523.53,Mutual Aid Given - FRV
6/07/2020,781683,14,352.00,Vehicle accident-no injuries
6/07/2020,781669,8,700.00,False alarm or false call; insuff info to classify
6/07/2020,781673,7,523.53,Mutual Aid Given - FRV
6/07/2020,781670,10,352.00,Vehicle accident-no injuries
6/07/2020,781671,8,700.00,False alarm or false call; insuff info to classify
6/07/2020,781686,20,352.10,Vehicle accident-with injuries
6/07/2020,781672,14,523.53,Mutual Aid Given - FRV
6/07/2020,781676,9,624.00,Controlled burning
6/07/2020,781675,27,523.53,Mutual Aid Given - FRV
6/07/2020,781680,7,742.00,Smoke detector malfunction - local
6/07/2020,781677,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/07/2020,781690,12,152.00,Road or transport vehicle fire
6/07/2020,781679,8,523.53,Mutual Aid Given - FRV
6/07/2020,781681,14,709.00,False alarm or false call not classified
6/07/2020,781687,14,352.10,Vehicle accident-with injuries
6/07/2020,781682,9,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
6/07/2020,781685,13,331.00,Lock-in
6/07/2020,781695,15,521.00,Assist police or other governmental agency
6/07/2020,781684,27,523.53,Mutual Aid Given - FRV
6/07/2020,781689,14,138.30,"Outside cooking equipment fire, includes BBQ's, spit roaster, etc. for uncontrolled fires only"
6/07/2020,781692,8,742.00,Smoke detector malfunction - local
6/07/2020,781693,27,523.53,Mutual Aid Given - FRV
6/07/2020,781694,22,621.00,"Smoke scare, odour of smoke"
6/07/2020,781696,23,523.53,Mutual Aid Given - FRV
6/07/2020,781697,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
6/07/2020,781698,15,309.00,Other Rescue Calls
6/07/2020,781700,14,709.00,False alarm or false call not classified
6/07/2020,781699,13,765.00,Alarm activation due to workmen or occupier activities
6/07/2020,781704,14,352.10,Vehicle accident-with injuries
6/07/2020,781702,7,523.53,Mutual Aid Given - FRV
6/07/2020,781788,10,112.00,Fire damaging structure only
6/07/2020,781703,2,701.00,Manual control point or break glass alarm activated
6/07/2020,781705,9,181.00,"Abandoned outside rubbish, refuse or waste fire"
6/07/2020,781709,8,352.10,Vehicle accident-with injuries
6/07/2020,781708,14,172.30,Scrub or bush and grass mixture fire (one hectare or less)
6/07/2020,781706,22,523.53,Mutual Aid Given - FRV
6/07/2020,781707,12,624.00,Controlled burning
6/07/2020,781711,8,352.00,Vehicle accident-no injuries
6/07/2020,781713,8,523.53,Mutual Aid Given - FRV
6/07/2020,781712,14,523.53,Mutual Aid Given - FRV
6/07/2020,781714,14,523.53,Mutual Aid Given - FRV
6/07/2020,781716,8,621.00,"Smoke scare, odour of smoke"
6/07/2020,781719,14,352.10,Vehicle accident-with injuries
6/07/2020,781717,8,352.00,Vehicle accident-no injuries
6/07/2020,781718,13,765.00,Alarm activation due to workmen or occupier activities
6/07/2020,781715,2,738.00,"Alarm system malfunction - flat battery, fault in wiring, alarm panel, inadequate maintenance"
6/07/2020,781724,14,523.53,Mutual Aid Given - FRV
6/07/2020,781721,8,711.00,"Malicious, mischievous false alarm"
6/07/2020,781720,8,711.00,"Malicious, mischievous false alarm"
6/07/2020,781725,14,352.00,Vehicle accident-no injuries
6/07/2020,781722,16,431.00,"Excessive heat, overheat, scorch burns with no ignition"
6/07/2020,781729,2,351.00,Extrications of victim(s) from mobile property
6/07/2020,781723,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
6/07/2020,781726,14,523.53,Mutual Aid Given - FRV
6/07/2020,781728,2,523.53,Mutual Aid Given - FRV
6/07/2020,781727,13,701.00,Manual control point or break glass alarm activated
7/07/2020,781730,8,709.00,False alarm or false call not classified
7/07/2020,1080182,8,523.53,Mutual Aid Given - FRV
7/07/2020,781731,24,523.53,Mutual Aid Given - FRV
7/07/2020,781732,23,742.00,Smoke detector malfunction - local
7/07/2020,781740,8,112.00,Fire damaging structure only
7/07/2020,781733,8,523.53,Mutual Aid Given - FRV
7/07/2020,781734,2,431.00,"Excessive heat, overheat, scorch burns with no ignition"
7/07/2020,781737,20,151.00,Passenger vehicle fire including buses
7/07/2020,781735,14,523.53,Mutual Aid Given - FRV
7/07/2020,781738,14,352.10,Vehicle accident-with injuries
7/07/2020,781739,13,732.00,Smoke detector malfunction - monitored by fire service
7/07/2020,781768,14,523.53,Mutual Aid Given - FRV
7/07/2020,781741,8,523.53,Mutual Aid Given - FRV
7/07/2020,781742,17,732.00,Smoke detector malfunction - monitored by fire service
7/07/2020,781744,22,111.00,Fire damaging structure and contents
7/07/2020,781743,8,523.53,Mutual Aid Given - FRV
7/07/2020,781745,2,709.00,False alarm or false call not classified
7/07/2020,781748,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
7/07/2020,781746,8,523.53,Mutual Aid Given - FRV
7/07/2020,781747,7,523.53,Mutual Aid Given - FRV
7/07/2020,781750,22,624.00,Controlled burning
7/07/2020,781751,8,439.00,Heat related and electrical not classified
7/07/2020,781754,8,529.00,"Assist other agencies, not classified"
7/07/2020,781753,9,181.00,"Abandoned outside rubbish, refuse or waste fire"
7/07/2020,781752,22,624.00,Controlled burning
7/07/2020,781758,14,151.00,Passenger vehicle fire including buses
7/07/2020,781757,13,113.00,Fire damaging contents only
7/07/2020,781756,10,514.00,Unauthorised burning
7/07/2020,781765,10,709.00,False alarm or false call not classified
7/07/2020,781762,7,352.10,Vehicle accident-with injuries
7/07/2020,781759,8,621.00,"Smoke scare, odour of smoke"
7/07/2020,781760,8,732.00,Smoke detector malfunction - monitored by fire service
7/07/2020,781763,7,711.00,"Malicious, mischievous false alarm"
7/07/2020,781761,8,321.00,"EMS call, excluding vehicle accident with injury"
7/07/2020,781838,,523.53,Mutual Aid Given - FRV
7/07/2020,781766,8,359.00,"Extrication, rescue not classified"
7/07/2020,781869,8,523.53,Mutual Aid Given - FRV
7/07/2020,781764,8,523.53,Mutual Aid Given - FRV
7/07/2020,781778,13,111.00,Fire damaging structure and contents
7/07/2020,781767,8,625.00,"Barbecue, hangi"
7/07/2020,781769,,523.53,Mutual Aid Given - FRV
7/07/2020,781772,,523.53,Mutual Aid Given - FRV
7/07/2020,781771,2,624.00,Controlled burning
7/07/2020,781780,13,351.00,Extrications of victim(s) from mobile property
7/07/2020,781775,14,523.53,Mutual Aid Given - FRV
7/07/2020,781776,2,523.53,Mutual Aid Given - FRV
7/07/2020,781777,8,522.00,Police matter
7/07/2020,781773,8,523.53,Mutual Aid Given - FRV
7/07/2020,781774,7,732.00,Smoke detector malfunction - monitored by fire service
