incident_datetime,incident_no,District_no,incident_type_code,incident_type
2/07/2019,734484,8,350.00,"Extrication, rescue; insuff info to classify"
2/07/2019,734481,14,621.00,"Smoke scare, odour of smoke"
2/07/2019,734486,16,151.00,Passenger vehicle fire including buses
2/07/2019,734482,22,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2019,734487,8,352.10,Vehicle accident-with injuries
2/07/2019,734485,8,352.00,Vehicle accident-no injuries
2/07/2019,734492,2,352.10,Vehicle accident-with injuries
2/07/2019,734490,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
2/07/2019,734489,6,764.00,Incorrect test by service or company personnel
2/07/2019,734488,2,621.00,"Smoke scare, odour of smoke"
2/07/2019,734491,9,521.00,Assist police or other governmental agency
2/07/2019,734493,2,179.00,Vegetation or other outside fire (One hectare or less) not classified
2/07/2019,734495,14,509.00,Other service call not classified (Public Service)
2/07/2019,734494,8,352.00,Vehicle accident-no injuries
2/07/2019,734499,15,189.00,Outside refuse fire not classified
2/07/2019,734498,7,312.00,Medical assistance with CPR/EAR
2/07/2019,734504,8,111.00,Fire damaging structure and contents
2/07/2019,734501,9,514.00,Unauthorised burning
2/07/2019,734497,18,434.00,Breakdown of light ballast
2/07/2019,734496,8,352.00,Vehicle accident-no injuries
2/07/2019,734505,8,352.10,Vehicle accident-with injuries
2/07/2019,734500,14,331.00,Lock-in
2/07/2019,734502,14,184.00,Dumpster or other outside trash receptacle fire
2/07/2019,1079889,14,700.00,False alarm or false call; insuff info to classify
2/07/2019,734503,14,609.00,Good intent call not classified
2/07/2019,734506,22,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2019,734509,15,352.10,Vehicle accident-with injuries
2/07/2019,734508,4,172.30,Scrub or bush and grass mixture fire (one hectare or less)
2/07/2019,734507,13,170.00,Vegetation or other outside fire (One hectare or less); insuff info to classify
2/07/2019,734510,7,756.00,Cooking fumes - toast or foodstuffs etc
2/07/2019,734567,20,111.00,Fire damaging structure and contents
2/07/2019,734511,14,711.00,"Malicious, mischievous false alarm"
2/07/2019,734516,8,751.00,Smoke detector operated-no fire-smoke from other location
2/07/2019,734520,2,352.10,Vehicle accident-with injuries
2/07/2019,734512,15,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2019,734513,5,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2019,734514,8,189.00,Outside refuse fire not classified
2/07/2019,734515,,600.00,Good intent call; insuff info to classify
2/07/2019,734517,8,760.00,Unintentional alarm - not involving a malfunction; insuff info to classify
2/07/2019,734518,13,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
2/07/2019,734546,17,352.00,Vehicle accident-no injuries
2/07/2019,734521,14,709.00,False alarm or false call not classified
2/07/2019,734519,2,624.00,Controlled burning
2/07/2019,734525,14,332.30,Lock-out
2/07/2019,734523,8,352.00,Vehicle accident-no injuries
2/07/2019,734522,23,625.00,"Barbecue, hangi"
2/07/2019,734529,27,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2019,734528,14,522.00,Police matter
2/07/2019,734526,8,151.00,Passenger vehicle fire including buses
2/07/2019,734524,15,709.00,False alarm or false call not classified
2/07/2019,734527,14,700.00,False alarm or false call; insuff info to classify
2/07/2019,734533,12,179.00,Vegetation or other outside fire (One hectare or less) not classified
2/07/2019,734535,18,172.30,Scrub or bush and grass mixture fire (one hectare or less)
2/07/2019,734531,14,352.10,Vehicle accident-with injuries
2/07/2019,734530,7,112.00,Fire damaging structure only
2/07/2019,734536,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2019,734532,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
2/07/2019,734534,8,352.00,Vehicle accident-no injuries
2/07/2019,734539,7,111.00,Fire damaging structure and contents
2/07/2019,734537,8,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2019,734542,18,521.00,Assist police or other governmental agency
2/07/2019,734540,22,621.00,"Smoke scare, odour of smoke"
2/07/2019,734538,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734541,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734544,27,151.00,Passenger vehicle fire including buses
3/07/2019,734543,,352.00,Vehicle accident-no injuries
3/07/2019,734680,6,111.00,Fire damaging structure and contents
3/07/2019,734545,14,623.00,Alarm sounded - no evidence of fire
3/07/2019,734549,12,352.00,Vehicle accident-no injuries
3/07/2019,734547,8,151.00,Passenger vehicle fire including buses
3/07/2019,734548,15,151.00,Passenger vehicle fire including buses
3/07/2019,734550,27,413.00,Oil or other combustible liquid spill
3/07/2019,734604,2,111.00,Fire damaging structure and contents
3/07/2019,734553,14,352.10,Vehicle accident-with injuries
3/07/2019,734551,12,768.00,"Alarm activation due to steam, sauna, steam room"
3/07/2019,734552,8,765.00,Alarm activation due to workmen or occupier activities
3/07/2019,734555,22,352.00,Vehicle accident-no injuries
3/07/2019,734554,22,700.00,False alarm or false call; insuff info to classify
3/07/2019,734565,22,351.00,Extrications of victim(s) from mobile property
3/07/2019,734556,15,352.00,Vehicle accident-no injuries
3/07/2019,734559,2,514.00,Unauthorised burning
3/07/2019,734557,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734581,15,352.10,Vehicle accident-with injuries
3/07/2019,734558,7,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734563,7,0.00,Type of incident undetermined
3/07/2019,734560,7,447.00,Carbon monoxide incident
3/07/2019,734562,7,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734561,22,764.00,Incorrect test by service or company personnel
3/07/2019,734574,2,412.00,"Odour or gas, gas leak, (domestic or LPG)"
3/07/2019,734572,10,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2019,734564,14,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734573,2,111.00,Fire damaging structure and contents
3/07/2019,734587,14,0.00,Type of incident undetermined
3/07/2019,734568,27,765.00,Alarm activation due to workmen or occupier activities
3/07/2019,734576,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
3/07/2019,734569,14,756.00,Cooking fumes - toast or foodstuffs etc
3/07/2019,734566,7,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734570,14,331.00,Lock-in
3/07/2019,734571,18,623.00,Alarm sounded - no evidence of fire
3/07/2019,734577,8,352.10,Vehicle accident-with injuries
3/07/2019,734578,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
3/07/2019,734575,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2019,734579,2,180.00,Outside refuse fire; insuff info to classify
3/07/2019,734580,16,706.00,Council or water supply authority caused pressure surge through mains system
3/07/2019,734582,27,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2019,734583,8,769.00,Unintentional alarm - not involving a malfunction not classified
3/07/2019,734593,14,111.00,Fire damaging structure and contents
3/07/2019,734585,2,352.10,Vehicle accident-with injuries
3/07/2019,734584,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734591,8,352.00,Vehicle accident-no injuries
3/07/2019,734592,14,756.00,Cooking fumes - toast or foodstuffs etc
3/07/2019,734588,14,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734586,8,352.10,Vehicle accident-with injuries
3/07/2019,734598,14,111.00,Fire damaging structure and contents
3/07/2019,734589,8,765.00,Alarm activation due to workmen or occupier activities
3/07/2019,734596,2,625.00,"Barbecue, hangi"
3/07/2019,734590,8,331.00,Lock-in
3/07/2019,734594,14,184.00,Dumpster or other outside trash receptacle fire
3/07/2019,734595,14,626.00,Burglar alarm ringing
3/07/2019,734597,14,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734599,24,621.00,"Smoke scare, odour of smoke"
3/07/2019,734600,2,711.00,"Malicious, mischievous false alarm"
3/07/2019,734612,18,609.00,Good intent call not classified
3/07/2019,734603,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2019,734601,11,624.00,Controlled burning
3/07/2019,734602,13,331.00,Lock-in
3/07/2019,734605,22,352.10,Vehicle accident-with injuries
3/07/2019,734606,8,765.00,Alarm activation due to workmen or occupier activities
3/07/2019,734609,14,509.00,Other service call not classified (Public Service)
3/07/2019,734608,8,759.00,Simulated condition; not classified above
3/07/2019,734607,14,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734613,13,122.00,Chimney or flue fire - confined
3/07/2019,734610,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2019,734611,7,756.00,Cooking fumes - toast or foodstuffs etc
3/07/2019,734616,24,352.10,Vehicle accident-with injuries
3/07/2019,734614,13,609.00,Good intent call not classified
3/07/2019,734617,15,352.10,Vehicle accident-with injuries
3/07/2019,734619,14,352.10,Vehicle accident-with injuries
3/07/2019,734615,8,352.00,Vehicle accident-no injuries
3/07/2019,734618,8,450.00,Miscellaneous hazardous situations; insuff info to classify further
3/07/2019,734621,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2019,734620,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2019,734622,13,621.00,"Smoke scare, odour of smoke"
3/07/2019,734691,14,111.00,Fire damaging structure and contents
3/07/2019,734624,24,412.00,"Odour or gas, gas leak, (domestic or LPG)"
3/07/2019,734623,8,352.00,Vehicle accident-no injuries
3/07/2019,734625,8,624.00,Controlled burning
3/07/2019,734627,15,624.00,Controlled burning
3/07/2019,734626,8,413.00,Oil or other combustible liquid spill
3/07/2019,734628,14,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734629,14,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734637,18,111.00,Fire damaging structure and contents
3/07/2019,734630,8,751.00,Smoke detector operated-no fire-smoke from other location
3/07/2019,734643,14,352.10,Vehicle accident-with injuries
3/07/2019,734636,15,352.00,Vehicle accident-no injuries
3/07/2019,734634,6,762.00,Accidental operation of alarm
3/07/2019,734632,14,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
3/07/2019,734631,13,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734635,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2019,734639,12,621.00,"Smoke scare, odour of smoke"
3/07/2019,734638,8,100.00,Fire or Explosion; insuff info to classify
3/07/2019,734645,8,352.00,Vehicle accident-no injuries
3/07/2019,734642,14,711.00,"Malicious, mischievous false alarm"
3/07/2019,734641,7,121.00,"Foodstuffs burnt, confined to cooking equipment"
3/07/2019,734640,7,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734644,13,514.00,Unauthorised burning
3/07/2019,734652,7,708.30,Building management reset fire alarm panel prior to arrival - cause unknown
3/07/2019,734651,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2019,734646,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
3/07/2019,734647,5,352.10,Vehicle accident-with injuries
3/07/2019,734649,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2019,734648,9,352.00,Vehicle accident-no injuries
3/07/2019,734650,8,514.00,Unauthorised burning
3/07/2019,734658,8,731.00,Sprinkler malfunction - monitored by fire service
3/07/2019,734653,13,184.00,Dumpster or other outside trash receptacle fire
3/07/2019,734655,12,624.00,Controlled burning
3/07/2019,734654,8,624.00,Controlled burning
3/07/2019,734656,8,624.00,Controlled burning
3/07/2019,734657,14,0.00,Type of incident undetermined
3/07/2019,734659,8,735.00,Smoke detector malfunction - privately monitored
3/07/2019,734663,2,352.00,Vehicle accident-no injuries
3/07/2019,734664,2,352.00,Vehicle accident-no injuries
3/07/2019,734660,17,514.00,Unauthorised burning
4/07/2019,734675,18,352.00,Vehicle accident-no injuries
4/07/2019,734662,18,700.00,False alarm or false call; insuff info to classify
4/07/2019,734661,14,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734665,23,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/07/2019,734666,8,621.00,"Smoke scare, odour of smoke"
4/07/2019,734667,13,622.00,"Steam vapour, fog or dust thought to be smoke"
4/07/2019,734668,7,732.00,Smoke detector malfunction - monitored by fire service
4/07/2019,734669,2,742.00,Smoke detector malfunction - local
4/07/2019,734670,2,151.00,Passenger vehicle fire including buses
4/07/2019,734671,15,609.00,Good intent call not classified
4/07/2019,734672,7,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734673,14,765.00,Alarm activation due to workmen or occupier activities
4/07/2019,734674,8,434.00,Breakdown of light ballast
4/07/2019,734695,7,111.00,Fire damaging structure and contents
4/07/2019,734676,8,352.10,Vehicle accident-with injuries
4/07/2019,734677,7,767.00,"Alarm activation due to aerosol, hair spray or insecticides"
4/07/2019,734704,9,111.00,Fire damaging structure and contents
4/07/2019,734679,14,624.00,Controlled burning
4/07/2019,734678,18,609.00,Good intent call not classified
4/07/2019,734683,11,621.00,"Smoke scare, odour of smoke"
4/07/2019,734682,8,737.00,Fire indicator panel in normal condition on arrival
4/07/2019,734685,22,352.10,Vehicle accident-with injuries
4/07/2019,734681,8,350.00,"Extrication, rescue; insuff info to classify"
4/07/2019,734686,13,152.00,Road or transport vehicle fire
4/07/2019,734684,18,731.00,Sprinkler malfunction - monitored by fire service
4/07/2019,734687,14,331.00,Lock-in
4/07/2019,734688,7,111.00,Fire damaging structure and contents
4/07/2019,734689,,523.13,Mutual Aid Given - MFB
4/07/2019,734690,11,735.00,Smoke detector malfunction - privately monitored
4/07/2019,734696,15,134.00,"Transformer, power or utility vault, utility equipment fire and power pole fire"
4/07/2019,734693,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734694,13,756.00,Cooking fumes - toast or foodstuffs etc
4/07/2019,734692,17,921.00,Dispatched and cancelled en-route
4/07/2019,734697,15,352.10,Vehicle accident-with injuries
4/07/2019,734700,12,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
4/07/2019,734702,7,352.10,Vehicle accident-with injuries
4/07/2019,734699,14,331.00,Lock-in
4/07/2019,734698,14,621.00,"Smoke scare, odour of smoke"
4/07/2019,734701,24,172.30,Scrub or bush and grass mixture fire (one hectare or less)
4/07/2019,734703,23,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
4/07/2019,734705,8,352.10,Vehicle accident-with injuries
4/07/2019,734709,14,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734706,11,173.20,Small grass fire (One hectare or less)
4/07/2019,734707,15,433.00,Overheated motor
4/07/2019,734715,8,113.00,Fire damaging contents only
4/07/2019,734708,8,352.00,Vehicle accident-no injuries
4/07/2019,734716,8,352.10,Vehicle accident-with injuries
4/07/2019,734711,11,624.00,Controlled burning
4/07/2019,734721,11,624.00,Controlled burning
4/07/2019,734710,7,609.00,Good intent call not classified
4/07/2019,734712,10,756.00,Cooking fumes - toast or foodstuffs etc
4/07/2019,734719,22,182.00,Garbage dump or sanitary landfill fire
4/07/2019,734714,2,623.00,Alarm sounded - no evidence of fire
4/07/2019,734713,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734717,8,172.30,Scrub or bush and grass mixture fire (one hectare or less)
4/07/2019,734718,15,172.30,Scrub or bush and grass mixture fire (one hectare or less)
4/07/2019,734720,22,624.00,Controlled burning
4/07/2019,734723,2,352.10,Vehicle accident-with injuries
4/07/2019,734722,8,359.00,"Extrication, rescue not classified"
4/07/2019,734810,8,111.00,Fire damaging structure and contents
4/07/2019,734724,8,624.00,Controlled burning
4/07/2019,734728,2,621.00,"Smoke scare, odour of smoke"
4/07/2019,734726,8,331.00,Lock-in
4/07/2019,734739,2,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
4/07/2019,734725,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734727,14,412.00,"Odour or gas, gas leak, (domestic or LPG)"
4/07/2019,734744,12,352.10,Vehicle accident-with injuries
4/07/2019,734730,4,157.00,Off-road vehicles or mobile equipment fire
4/07/2019,734731,2,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734729,13,751.00,Smoke detector operated-no fire-smoke from other location
4/07/2019,734733,14,621.00,"Smoke scare, odour of smoke"
4/07/2019,734732,27,126.00,Refuse can or wastebasket fire - confined to rubbish within non-combustible rubbish bin
4/07/2019,734738,20,172.30,Scrub or bush and grass mixture fire (one hectare or less)
4/07/2019,734741,20,514.00,Unauthorised burning
4/07/2019,734735,14,172.30,Scrub or bush and grass mixture fire (one hectare or less)
4/07/2019,734736,14,412.00,"Odour or gas, gas leak, (domestic or LPG)"
4/07/2019,734737,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
4/07/2019,734734,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734740,13,331.00,Lock-in
4/07/2019,734746,13,622.00,"Steam vapour, fog or dust thought to be smoke"
4/07/2019,734742,7,352.10,Vehicle accident-with injuries
4/07/2019,734758,14,352.10,Vehicle accident-with injuries
4/07/2019,734745,14,621.00,"Smoke scare, odour of smoke"
4/07/2019,734743,22,609.00,Good intent call not classified
4/07/2019,734747,8,414.30,Minor fuel or other flammable liquid spill/leak - 200 litres or less
4/07/2019,734748,12,733.00,Heat detector malfunction - monitored by fire service
4/07/2019,734749,18,765.00,Alarm activation due to workmen or occupier activities
4/07/2019,734750,,523.13,Mutual Aid Given - MFB
4/07/2019,734753,8,752.00,Heat detector operated-no fire-heat from other location
4/07/2019,734752,7,172.30,Scrub or bush and grass mixture fire (one hectare or less)
4/07/2019,734755,11,609.00,Good intent call not classified
4/07/2019,734751,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734756,8,111.00,Fire damaging structure and contents
4/07/2019,734754,8,623.00,Alarm sounded - no evidence of fire
4/07/2019,734760,20,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/07/2019,734757,9,609.00,Good intent call not classified
4/07/2019,734759,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
4/07/2019,734761,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
4/07/2019,734814,20,111.00,Fire damaging structure and contents
4/07/2019,734762,2,753.00,Gas detector operated-no gas detected
4/07/2019,734764,14,134.00,"Transformer, power or utility vault, utility equipment fire and power pole fire"
4/07/2019,734763,7,732.00,Smoke detector malfunction - monitored by fire service
4/07/2019,734766,14,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2019,734765,8,321.00,"EMS call, excluding vehicle accident with injury"
5/07/2019,734767,8,151.00,Passenger vehicle fire including buses
5/07/2019,734768,2,921.00,Dispatched and cancelled en-route
5/07/2019,734769,23,626.00,Burglar alarm ringing
5/07/2019,734770,14,321.00,"EMS call, excluding vehicle accident with injury"
5/07/2019,734771,27,321.00,"EMS call, excluding vehicle accident with injury"
5/07/2019,734772,7,751.00,Smoke detector operated-no fire-smoke from other location
5/07/2019,734773,27,732.00,Smoke detector malfunction - monitored by fire service
5/07/2019,734774,14,413.00,Oil or other combustible liquid spill
5/07/2019,734775,14,765.00,Alarm activation due to workmen or occupier activities
5/07/2019,734788,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
5/07/2019,734776,14,514.00,Unauthorised burning
5/07/2019,734777,8,321.00,"EMS call, excluding vehicle accident with injury"
5/07/2019,734779,,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
