incident_datetime,incident_no,District_no,incident_type_code,incident_type
1/07/2017,639575,8,151.00,Passenger vehicle fire including buses
1/07/2017,639570,20,709.00,False alarm or false call not classified
1/07/2017,639571,22,121.00,"Foodstuffs burnt, confined to cooking equipment"
1/07/2017,639578,14,621.00,"Smoke scare, odour of smoke"
1/07/2017,639577,8,711.00,"Malicious, mischievous false alarm"
1/07/2017,639582,8,411.00,Petrol or other flammable liquid spill
1/07/2017,639579,14,521.00,Assist police or other governmental agency
1/07/2017,639583,14,732.00,Smoke detector malfunction - monitored by fire service
1/07/2017,639580,8,735.00,Smoke detector malfunction - privately monitored
1/07/2017,639581,16,624.00,Controlled burning
1/07/2017,639584,14,121.00,"Foodstuffs burnt, confined to cooking equipment"
1/07/2017,639585,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
1/07/2017,639586,8,111.00,Fire damaging structure and contents
1/07/2017,639594,2,181.00,"Abandoned outside rubbish, refuse or waste fire"
1/07/2017,639588,7,352.00,Vehicle accident-no injuries
1/07/2017,639587,18,411.00,Petrol or other flammable liquid spill
1/07/2017,639604,8,352.00,Vehicle accident-no injuries
1/07/2017,639590,5,151.00,Passenger vehicle fire including buses
1/07/2017,639591,8,100.00,Fire or Explosion; insuff info to classify
1/07/2017,639593,17,624.00,Controlled burning
1/07/2017,639589,13,514.00,Unauthorised burning
1/07/2017,639592,20,624.00,Controlled burning
1/07/2017,639602,10,173.20,Small grass fire (One hectare or less)
1/07/2017,639600,8,751.00,Smoke detector operated-no fire-smoke from other location
1/07/2017,639596,14,751.00,Smoke detector operated-no fire-smoke from other location
1/07/2017,639605,18,171.00,Forest or wood fire (one hectare or less)
1/07/2017,639598,14,413.00,Oil or other combustible liquid spill
1/07/2017,639599,13,331.00,Lock-in
1/07/2017,639595,22,331.00,Lock-in
1/07/2017,639597,8,411.00,Petrol or other flammable liquid spill
1/07/2017,639603,5,352.10,Vehicle accident-with injuries
1/07/2017,639601,2,701.00,Manual control point or break glass alarm activated
1/07/2017,639612,8,352.10,Vehicle accident-with injuries
1/07/2017,639607,24,171.00,Forest or wood fire (one hectare or less)
1/07/2017,639609,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
1/07/2017,639610,10,173.20,Small grass fire (One hectare or less)
1/07/2017,639606,24,621.00,"Smoke scare, odour of smoke"
1/07/2017,639608,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
1/07/2017,639613,8,331.00,Lock-in
1/07/2017,639622,8,350.00,"Extrication, rescue; insuff info to classify"
1/07/2017,639611,13,321.00,"EMS call, excluding vehicle accident with injury"
1/07/2017,639614,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
1/07/2017,639626,27,111.00,Fire damaging structure and contents
1/07/2017,639617,8,352.10,Vehicle accident-with injuries
1/07/2017,639615,15,624.00,Controlled burning
1/07/2017,639619,13,352.00,Vehicle accident-no injuries
1/07/2017,639616,8,352.00,Vehicle accident-no injuries
1/07/2017,639630,2,352.10,Vehicle accident-with injuries
1/07/2017,639620,14,352.00,Vehicle accident-no injuries
1/07/2017,639625,12,122.00,Chimney or flue fire - confined
1/07/2017,639618,8,621.00,"Smoke scare, odour of smoke"
1/07/2017,639621,23,163.00,Grass fire (more than one hectare)
1/07/2017,639627,15,189.00,Outside refuse fire not classified
1/07/2017,639629,27,625.00,"Barbecue, hangi"
1/07/2017,639623,13,742.00,Smoke detector malfunction - local
1/07/2017,639624,8,624.00,Controlled burning
1/07/2017,639628,9,624.00,Controlled burning
1/07/2017,639641,12,112.00,Fire damaging structure only
1/07/2017,639645,14,352.10,Vehicle accident-with injuries
1/07/2017,639640,27,179.00,Vegetation or other outside fire (One hectare or less) not classified
1/07/2017,639638,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
1/07/2017,639631,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
1/07/2017,639632,8,624.00,Controlled burning
1/07/2017,639633,8,621.00,"Smoke scare, odour of smoke"
1/07/2017,639639,13,621.00,"Smoke scare, odour of smoke"
1/07/2017,639636,24,521.00,Assist police or other governmental agency
1/07/2017,639646,22,151.00,Passenger vehicle fire including buses
1/07/2017,639637,14,600.00,Good intent call; insuff info to classify
1/07/2017,639635,8,331.00,Lock-in
1/07/2017,639634,8,329.00,EMS not classified
1/07/2017,639642,15,121.00,"Foodstuffs burnt, confined to cooking equipment"
1/07/2017,639643,14,751.00,Smoke detector operated-no fire-smoke from other location
1/07/2017,639649,20,122.00,Chimney or flue fire - confined
1/07/2017,639644,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
1/07/2017,639647,8,352.00,Vehicle accident-no injuries
1/07/2017,639648,8,621.00,"Smoke scare, odour of smoke"
1/07/2017,639650,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
1/07/2017,639653,17,112.00,Fire damaging structure only
1/07/2017,639652,18,751.00,Smoke detector operated-no fire-smoke from other location
1/07/2017,639651,8,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2017,639654,2,624.00,Controlled burning
2/07/2017,639655,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2017,639657,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2017,639656,8,621.00,"Smoke scare, odour of smoke"
2/07/2017,639658,13,733.00,Heat detector malfunction - monitored by fire service
2/07/2017,639661,13,543.00,Public service
2/07/2017,639660,14,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2017,639659,8,921.00,Dispatched and cancelled en-route
2/07/2017,639669,16,113.00,Fire damaging contents only
2/07/2017,639666,7,352.00,Vehicle accident-no injuries
2/07/2017,639662,14,151.00,Passenger vehicle fire including buses
2/07/2017,639667,9,151.00,Passenger vehicle fire including buses
2/07/2017,639664,11,731.00,Sprinkler malfunction - monitored by fire service
2/07/2017,639668,7,731.00,Sprinkler malfunction - monitored by fire service
2/07/2017,639663,14,621.00,"Smoke scare, odour of smoke"
2/07/2017,639665,14,621.00,"Smoke scare, odour of smoke"
2/07/2017,639673,4,352.10,Vehicle accident-with injuries
2/07/2017,639670,10,702.00,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
2/07/2017,639671,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2017,639683,9,731.00,Sprinkler malfunction - monitored by fire service
2/07/2017,639672,8,352.10,Vehicle accident-with injuries
2/07/2017,639684,8,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
2/07/2017,639675,15,184.00,Dumpster or other outside trash receptacle fire
2/07/2017,639676,14,621.00,"Smoke scare, odour of smoke"
2/07/2017,639674,14,711.00,"Malicious, mischievous false alarm"
2/07/2017,639677,14,139.00,Special structure or outside equipment fire not classified
2/07/2017,639678,23,535.00,Severe weather or natural disaster
2/07/2017,639681,13,731.00,Sprinkler malfunction - monitored by fire service
2/07/2017,639679,8,900.00,Other condition
2/07/2017,639695,10,731.00,Sprinkler malfunction - monitored by fire service
2/07/2017,639686,15,511.00,Water removal
2/07/2017,639682,2,702.00,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
2/07/2017,639680,13,411.00,Petrol or other flammable liquid spill
2/07/2017,639703,10,151.00,Passenger vehicle fire including buses
2/07/2017,639685,15,352.10,Vehicle accident-with injuries
2/07/2017,639687,14,731.00,Sprinkler malfunction - monitored by fire service
2/07/2017,639689,8,621.00,"Smoke scare, odour of smoke"
2/07/2017,639699,23,352.10,Vehicle accident-with injuries
2/07/2017,639693,2,769.00,Unintentional alarm - not involving a malfunction not classified
2/07/2017,639698,8,741.00,Sprinkler malfunction - local
2/07/2017,639700,13,709.00,False alarm or false call not classified
2/07/2017,639688,14,769.00,Unintentional alarm - not involving a malfunction not classified
2/07/2017,639692,24,122.00,Chimney or flue fire - confined
2/07/2017,639691,9,732.00,Smoke detector malfunction - monitored by fire service
2/07/2017,639690,13,624.00,Controlled burning
2/07/2017,639694,14,359.00,"Extrication, rescue not classified"
2/07/2017,639701,12,702.00,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
2/07/2017,639696,7,621.00,"Smoke scare, odour of smoke"
2/07/2017,639697,8,180.00,Outside refuse fire; insuff info to classify
2/07/2017,639704,14,184.00,Dumpster or other outside trash receptacle fire
2/07/2017,639702,15,411.00,Petrol or other flammable liquid spill
2/07/2017,639724,9,151.00,Passenger vehicle fire including buses
2/07/2017,639705,12,702.00,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
2/07/2017,639710,11,171.00,Forest or wood fire (one hectare or less)
2/07/2017,639706,14,411.00,Petrol or other flammable liquid spill
2/07/2017,639712,7,756.00,Cooking fumes - toast or foodstuffs etc
2/07/2017,639722,8,157.00,Off-road vehicles or mobile equipment fire
2/07/2017,639721,2,532.00,Flood
2/07/2017,639707,8,709.00,False alarm or false call not classified
2/07/2017,639708,8,411.00,Petrol or other flammable liquid spill
2/07/2017,639715,14,122.00,Chimney or flue fire - confined
2/07/2017,639719,14,762.00,Accidential operation of alarm
2/07/2017,639709,14,700.00,False alarm or false call; insuff info to classify
2/07/2017,639711,2,921.00,Dispatched and cancelled en-route
2/07/2017,639720,10,624.00,Controlled burning
2/07/2017,639713,8,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2017,639717,8,514.00,Unauthorised burning
2/07/2017,639716,14,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2017,639718,14,184.00,Dumpster or other outside trash receptacle fire
2/07/2017,639723,8,624.00,Controlled burning
2/07/2017,639735,10,352.10,Vehicle accident-with injuries
2/07/2017,639725,12,702.00,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
2/07/2017,639733,9,702.00,"Alarm operated due to extreme weather - storm, lightning, heavy rain, thunder flash flooding"
2/07/2017,639726,24,768.00,"Alarm activation due to steam, sauna, steam room"
2/07/2017,639728,11,112.00,Fire damaging structure only
2/07/2017,639731,8,742.00,Smoke detector malfunction - local
2/07/2017,639727,24,129.00,Fire in building confined within non-combustible container with no other flame damage not classified
2/07/2017,639729,8,609.00,Good intent call not classified
2/07/2017,639730,12,624.00,Controlled burning
2/07/2017,639734,8,352.10,Vehicle accident-with injuries
2/07/2017,639737,8,352.10,Vehicle accident-with injuries
2/07/2017,639732,8,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2017,639736,2,109.00,Fire or explosion not classified
2/07/2017,639738,2,171.00,Forest or wood fire (one hectare or less)
2/07/2017,639741,23,352.00,Vehicle accident-no injuries
2/07/2017,639740,15,522.00,Police matter
2/07/2017,639742,15,171.00,Forest or wood fire (one hectare or less)
2/07/2017,639743,8,411.00,Petrol or other flammable liquid spill
2/07/2017,639739,14,541.00,Lock out (if lock in use 331)
2/07/2017,639747,8,352.00,Vehicle accident-no injuries
2/07/2017,639749,13,411.00,Petrol or other flammable liquid spill
2/07/2017,639744,7,512.00,"Water or steam leak, (includes open hydrants)"
2/07/2017,639748,8,711.00,"Malicious, mischievous false alarm"
2/07/2017,639745,15,0.00,Type of incident undetermined
2/07/2017,639746,8,352.10,Vehicle accident-with injuries
2/07/2017,639754,9,122.00,Chimney or flue fire - confined
2/07/2017,639767,14,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2017,639750,8,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2017,639751,11,171.00,Forest or wood fire (one hectare or less)
2/07/2017,639755,15,352.10,Vehicle accident-with injuries
2/07/2017,639775,10,111.00,Fire damaging structure and contents
2/07/2017,639752,14,151.00,Passenger vehicle fire including buses
2/07/2017,639753,11,624.00,Controlled burning
2/07/2017,639760,18,181.00,"Abandoned outside rubbish, refuse or waste fire"
2/07/2017,639770,NULL,352.10,Vehicle accident-with injuries
2/07/2017,639786,24,122.00,Chimney or flue fire - confined
2/07/2017,639758,14,624.00,Controlled burning
2/07/2017,639756,11,765.00,Alarm activation due to workmen or occupier activities
2/07/2017,639763,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2017,639759,7,621.00,"Smoke scare, odour of smoke"
2/07/2017,639761,7,621.00,"Smoke scare, odour of smoke"
2/07/2017,639762,8,732.00,Smoke detector malfunction - monitored by fire service
2/07/2017,639769,7,436.00,"Arcing, shorted electrical equipment"
2/07/2017,639766,14,621.00,"Smoke scare, odour of smoke"
2/07/2017,639757,8,921.00,Dispatched and cancelled en-route
2/07/2017,639764,13,352.00,Vehicle accident-no injuries
2/07/2017,639765,8,435.00,Power line down
2/07/2017,639768,8,321.00,"EMS call, excluding vehicle accident with injury"
2/07/2017,639774,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2017,639771,14,621.00,"Smoke scare, odour of smoke"
2/07/2017,639772,5,624.00,Controlled burning
2/07/2017,639773,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2017,639776,13,179.00,Vegetation or other outside fire (One hectare or less) not classified
2/07/2017,639782,6,352.10,Vehicle accident-with injuries
2/07/2017,639777,7,411.00,Petrol or other flammable liquid spill
2/07/2017,639779,8,512.00,"Water or steam leak, (includes open hydrants)"
2/07/2017,639778,8,409.00,Hazardous condition not classified
2/07/2017,639784,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
2/07/2017,639780,7,624.00,Controlled burning
2/07/2017,639781,11,742.00,Smoke detector malfunction - local
2/07/2017,639785,8,732.00,Smoke detector malfunction - monitored by fire service
2/07/2017,639788,8,134.00,"Transformer, power or utility vault, utility equipment fire and power pole fire"
2/07/2017,639783,18,339.00,Lock in not classified
2/07/2017,639787,8,541.00,Lock out (if lock in use 331)
2/07/2017,639791,2,112.00,Fire damaging structure only
2/07/2017,639831,8,111.00,Fire damaging structure and contents
2/07/2017,639789,15,625.00,"Barbecue, hangi"
2/07/2017,639793,7,151.00,Passenger vehicle fire including buses
2/07/2017,639790,12,921.00,Dispatched and cancelled en-route
2/07/2017,639792,17,624.00,Controlled burning
2/07/2017,639799,12,352.00,Vehicle accident-no injuries
2/07/2017,639796,11,412.00,"Odour or gas, gas leak, (domestic or LPG)"
2/07/2017,639795,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
2/07/2017,639794,5,624.00,Controlled burning
3/07/2017,639801,8,751.00,Smoke detector operated-no fire-smoke from other location
3/07/2017,639797,8,921.00,Dispatched and cancelled en-route
3/07/2017,639798,8,742.00,Smoke detector malfunction - local
3/07/2017,639800,8,751.00,Smoke detector operated-no fire-smoke from other location
3/07/2017,639803,13,173.20,Small grass fire (One hectare or less)
3/07/2017,639802,8,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2017,639804,8,756.00,Cooking fumes - toast or foodstuffs etc
3/07/2017,639805,24,352.00,Vehicle accident-no injuries
3/07/2017,639807,9,769.00,Unintentional alarm - not involving a malfunction not classified
3/07/2017,639806,13,352.00,Vehicle accident-no injuries
3/07/2017,639810,27,741.00,Sprinkler malfunction - local
3/07/2017,639809,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2017,639811,22,179.00,Vegetation or other outside fire (One hectare or less) not classified
3/07/2017,639808,8,751.00,Smoke detector operated-no fire-smoke from other location
3/07/2017,639813,18,171.00,Forest or wood fire (one hectare or less)
3/07/2017,639812,8,411.00,Petrol or other flammable liquid spill
3/07/2017,639827,22,111.00,Fire damaging structure and contents
3/07/2017,639814,22,512.00,"Water or steam leak, (includes open hydrants)"
3/07/2017,639815,8,624.00,Controlled burning
3/07/2017,639816,8,411.00,Petrol or other flammable liquid spill
3/07/2017,639820,10,735.00,Smoke detector malfunction - privately monitored
3/07/2017,639819,23,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2017,639821,8,113.00,Fire damaging contents only
3/07/2017,639818,15,412.00,"Odour or gas, gas leak, (domestic or LPG)"
3/07/2017,639817,11,731.00,Sprinkler malfunction - monitored by fire service
3/07/2017,639822,8,411.00,Petrol or other flammable liquid spill
3/07/2017,639826,10,624.00,Controlled burning
3/07/2017,639828,13,171.00,Forest or wood fire (one hectare or less)
3/07/2017,639825,27,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2017,639823,10,412.00,"Odour or gas, gas leak, (domestic or LPG)"
3/07/2017,639824,8,120.00,Fire in building confined within non-combustible container with no other flame damage; insuff info to classify
3/07/2017,639829,7,624.00,Controlled burning
3/07/2017,639830,14,411.00,Petrol or other flammable liquid spill
3/07/2017,639832,2,711.00,"Malicious, mischievous false alarm"
3/07/2017,639841,16,543.00,Public service
3/07/2017,639838,7,624.00,Controlled burning
3/07/2017,639833,13,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2017,639834,13,742.00,Smoke detector malfunction - local
3/07/2017,639840,22,743.00,Heat detector malfunction - local
3/07/2017,639837,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
3/07/2017,639835,7,765.00,Alarm activation due to workmen or occupier activities
3/07/2017,639836,8,762.00,Accidential operation of alarm
3/07/2017,639842,23,543.00,Public service
3/07/2017,639839,27,711.00,"Malicious, mischievous false alarm"
3/07/2017,639844,9,179.00,Vegetation or other outside fire (One hectare or less) not classified
3/07/2017,639843,24,762.00,Accidential operation of alarm
3/07/2017,639850,23,436.00,"Arcing, shorted electrical equipment"
3/07/2017,639847,8,354.20,"Extrication of victim(s) from mechanical equipment eg industrial, domestic and farm accidents"
3/07/2017,639848,8,111.00,Fire damaging structure and contents
3/07/2017,639855,7,352.10,Vehicle accident-with injuries
3/07/2017,639852,8,151.00,Passenger vehicle fire including buses
3/07/2017,639845,9,621.00,"Smoke scare, odour of smoke"
3/07/2017,639885,5,352.00,Vehicle accident-no injuries
3/07/2017,639846,8,510.00,Water and smoke; insuff info to classify further
3/07/2017,639849,8,600.00,Good intent call; insuff info to classify
3/07/2017,639860,13,171.00,Forest or wood fire (one hectare or less)
3/07/2017,639861,16,752.00,Heat detector operated-no fire-heat from other location
3/07/2017,639853,22,320.00,EMS; insuff info to classify
3/07/2017,639851,8,541.00,Lock out (if lock in use 331)
3/07/2017,639854,8,542.00,Animal rescue
3/07/2017,639856,7,709.00,False alarm or false call not classified
3/07/2017,639857,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2017,639858,14,621.00,"Smoke scare, odour of smoke"
3/07/2017,639859,8,151.00,Passenger vehicle fire including buses
3/07/2017,639869,18,435.00,Power line down
3/07/2017,639862,8,700.00,False alarm or false call; insuff info to classify
3/07/2017,639868,14,411.00,Petrol or other flammable liquid spill
3/07/2017,639864,8,411.00,Petrol or other flammable liquid spill
3/07/2017,639866,27,111.00,Fire damaging structure and contents
3/07/2017,639863,8,765.00,Alarm activation due to workmen or occupier activities
3/07/2017,639867,8,352.00,Vehicle accident-no injuries
3/07/2017,639870,14,621.00,"Smoke scare, odour of smoke"
3/07/2017,639865,8,321.00,"EMS call, excluding vehicle accident with injury"
3/07/2017,639875,8,113.00,Fire damaging contents only
3/07/2017,639872,7,622.00,"Steam vapour, fog or dust thought to be smoke"
3/07/2017,639873,24,621.00,"Smoke scare, odour of smoke"
3/07/2017,639874,7,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2017,639879,12,352.00,Vehicle accident-no injuries
3/07/2017,639876,22,621.00,"Smoke scare, odour of smoke"
3/07/2017,639897,7,352.10,Vehicle accident-with injuries
3/07/2017,639880,14,352.00,Vehicle accident-no injuries
3/07/2017,639883,22,179.00,Vegetation or other outside fire (One hectare or less) not classified
3/07/2017,639882,22,512.00,"Water or steam leak, (includes open hydrants)"
3/07/2017,639887,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
3/07/2017,639891,15,621.00,"Smoke scare, odour of smoke"
3/07/2017,639878,13,352.00,Vehicle accident-no injuries
3/07/2017,639906,13,111.00,Fire damaging structure and contents
3/07/2017,639877,14,541.00,Lock out (if lock in use 331)
3/07/2017,639886,8,352.10,Vehicle accident-with injuries
3/07/2017,639881,15,409.00,Hazardous condition not classified
3/07/2017,639884,8,621.00,"Smoke scare, odour of smoke"
3/07/2017,639889,7,624.00,Controlled burning
3/07/2017,639888,14,751.00,Smoke detector operated-no fire-smoke from other location
3/07/2017,639893,8,352.00,Vehicle accident-no injuries
3/07/2017,639899,15,351.00,Extrications of victim(s) from mobile property
3/07/2017,639890,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
3/07/2017,639892,14,331.00,Lock-in
3/07/2017,639895,9,134.00,"Transformer, power or utility vault, utility equipment fire and power pole fire"
3/07/2017,639894,14,181.00,"Abandoned outside rubbish, refuse or waste fire"
3/07/2017,639896,8,352.00,Vehicle accident-no injuries
3/07/2017,639898,5,751.00,Smoke detector operated-no fire-smoke from other location
3/07/2017,639900,22,625.00,"Barbecue, hangi"
3/07/2017,639904,8,331.00,Lock-in
3/07/2017,639901,8,184.00,Dumpster or other outside trash receptacle fire
3/07/2017,639902,14,609.00,Good intent call not classified
3/07/2017,639905,8,331.00,Lock-in
3/07/2017,639903,8,752.00,Heat detector operated-no fire-heat from other location
3/07/2017,639910,9,769.00,Unintentional alarm - not involving a malfunction not classified
3/07/2017,639907,23,742.00,Smoke detector malfunction - local
3/07/2017,639908,18,751.00,Smoke detector operated-no fire-smoke from other location
3/07/2017,639909,8,625.00,"Barbecue, hangi"
3/07/2017,639913,18,521.00,Assist police or other governmental agency
3/07/2017,639912,13,113.00,Fire damaging contents only
3/07/2017,639911,24,621.00,"Smoke scare, odour of smoke"
3/07/2017,639914,14,184.00,Dumpster or other outside trash receptacle fire
4/07/2017,639915,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2017,639916,15,700.00,False alarm or false call; insuff info to classify
4/07/2017,639917,8,151.00,Passenger vehicle fire including buses
4/07/2017,639918,7,511.00,Water removal
4/07/2017,639919,15,151.00,Passenger vehicle fire including buses
4/07/2017,639922,9,352.00,Vehicle accident-no injuries
4/07/2017,639920,8,609.00,Good intent call not classified
4/07/2017,639925,18,700.00,False alarm or false call; insuff info to classify
4/07/2017,639921,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2017,639923,2,522.00,Police matter
4/07/2017,639926,8,921.00,Dispatched and cancelled en-route
4/07/2017,639924,14,352.10,Vehicle accident-with injuries
4/07/2017,639927,7,758.00,"Simulated condition - caused by incense, candles, sparklers, smoke machine etc"
4/07/2017,639928,14,352.00,Vehicle accident-no injuries
4/07/2017,639929,NULL,523.00,"Mutual aid given, coverage assignment, standby at fire station or move up"
4/07/2017,639932,14,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2017,639930,7,352.00,Vehicle accident-no injuries
4/07/2017,639931,23,121.00,"Foodstuffs burnt, confined to cooking equipment"
4/07/2017,639933,12,732.00,Smoke detector malfunction - monitored by fire service
4/07/2017,639934,14,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2017,639935,8,151.00,Passenger vehicle fire including buses
4/07/2017,639938,8,447.00,Carbon monoxide incident
4/07/2017,639942,7,759.00,Simulated condition; not classified above
4/07/2017,639937,14,624.00,Controlled burning
4/07/2017,639940,2,732.00,Smoke detector malfunction - monitored by fire service
4/07/2017,639936,14,765.00,Alarm activation due to workmen or occupier activities
4/07/2017,639941,22,331.00,Lock-in
4/07/2017,639943,8,111.00,Fire damaging structure and contents
4/07/2017,639939,8,321.00,"EMS call, excluding vehicle accident with injury"
4/07/2017,639945,17,352.00,Vehicle accident-no injuries
4/07/2017,639944,7,609.00,Good intent call not classified
